Mark,Name,Posttown,Last available year,Status,Legal form,Legal situation,Legal situation date,Date of incorporation,Date,Event,Turnover Last year th EUR Last avail. yr,P/L for the period aft. taxes th EUR Last avail. yr,P/L for the period aft. taxes th EUR Year - 1,P/L for the period aft. taxes th EUR Year - 2,P/L for the period aft. taxes th EUR Year - 3,P/L for the period aft. taxes th EUR Year - 5,P/L for the period aft. taxes th EUR Year - 4,Total assets th EUR Last avail. yr,Total assets th EUR Year - 1,Total assets th EUR Year - 2,Total assets th EUR Year - 3,Total assets th EUR Year - 5,Total assets th EUR Year - 4,Average number of employees Last avail. yr,Average number of employees Year - 1,Average number of employees Year - 2,Average number of employees Year - 3,Average number of employees Year - 5,Average number of employees Year - 4,Category of the company,Main activity
6441.0,NOTARIS BENEDICTE BOES,GRIMBERGEN,2019.0,Inactive,private,Conclusion of liquidation,29/12/2020,16/07/1999,,,,196.0,347.0,241.0,484.0,303.0,325.0,10231.0,10836.0,8260.0,8986.0,7035.0,11765.0,9.0,9.0,9.0,9.0,8.0,8.0,Medium sized,
6442.0,PHIDEMO,DE HAAN,2019.0,Inactive,private,Conclusion of bankruptcy,07/11/2022,20/07/1999,,,,-24.0,-22.0,0.0,-3.0,-4.0,-3.0,33.0,34.0,1.0,1.0,2.0,8.0,1.0,,,,,,Small,
6443.0,GVL VERZEKERINGEN,TIENEN,2019.0,Inactive,private,Conclusion of liquidation,10/03/2022,20/07/1999,28/12/2017,Disposal of assets,,-3.0,0.0,-19.0,12.0,19.0,5.0,,3.0,551.0,609.0,651.0,603.0,,,2.0,2.0,1.0,1.0,Small,
6444.0,MDL,MAASMECHELEN,2020.0,Inactive,private,Conclusion of liquidation,18/12/2020,20/07/1999,,,,75.0,-17.0,-6.0,-5.0,10.0,4.0,304.0,211.0,230.0,239.0,256.0,268.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6445.0,JACO,MOL,2019.0,Provisional legal sit.,private,Bankruptcy,15/06/2021,15/07/1999,,,,-64.0,-11.0,40.0,41.0,-111.0,-39.0,529.0,738.0,676.0,685.0,500.0,690.0,8.0,9.0,10.0,11.0,12.0,14.0,Small,
6446.0,D.M. CONSULT,MALDEGEM,2020.0,Inactive,private,Merger by absorption,31/12/2020,15/07/1999,31/12/2020,Absorbed Company,,52.0,23.0,9.0,10.0,9.0,8.0,282.0,173.0,110.0,273.0,239.0,256.0,2.0,2.0,,,,,Small,
6447.0,DENTURA,GENK,2021.0,Inactive,private,Conclusion of liquidation,22/09/2022,28/06/1999,,,,23.0,16.0,5.0,31.0,112.0,-30.0,404.0,421.0,400.0,398.0,439.0,366.0,,,,,1.0,1.0,Small,
6448.0,DR. L. VAN IMSCHOOT EN DR. H. DE MAEYER,LOENHOUT,2019.0,Inactive,private,Conclusion of liquidation,06/11/2020,26/07/1999,,,,44.0,67.0,74.0,75.0,103.0,75.0,636.0,857.0,776.0,708.0,578.0,631.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6449.0,SCBC,BRUXELLES,2019.0,Inactive,public,Conclusion of liquidation,24/09/2020,17/08/1999,,,0.0,-42.0,408.0,355.0,558.0,-341.0,-215.0,103.0,11347.0,10995.0,11045.0,10841.0,10971.0,,65.0,67.0,66.0,69.0,68.0,Small,services
6450.0,RESTAURANT DATA SYSTEMS,JUMET,2019.0,Inactive,private,Conclusion of bankruptcy,23/05/2022,30/07/1999,,,,-13.0,124.0,-145.0,40.0,21.0,36.0,27.0,306.0,194.0,179.0,184.0,155.0,,,,,2.0,1.0,Small,
6451.0,DE KERSENTUIN,GENT,2021.0,Inactive,private,Conclusion of liquidation,03/08/2022,03/08/1999,,,,54.0,10.0,50.0,3.0,25.0,14.0,240.0,226.0,230.0,242.0,280.0,249.0,2.0,3.0,3.0,2.0,3.0,2.0,Small,
6452.0,HUISTECHNIEK TJOENS,BLANKENBERGE,2019.0,Inactive,private,Conclusion of liquidation,23/12/2020,03/08/1999,,,,0.0,1.0,0.0,2.0,66.0,-2.0,2.0,6.0,19.0,32.0,126.0,43.0,,,,,2.0,,Small,
6453.0,E.G.S.,KINROOI,2018.0,Inactive,private,Conclusion of liquidation,18/06/2019,12/08/1999,,,,-9.0,7.0,-7.0,3.0,3.0,4.0,158.0,231.0,206.0,145.0,147.0,107.0,,,,,1.0,,Small,
6454.0,LAUNIC,BRUSSEL,2020.0,Inactive,private,Merger by absorption,16/09/2021,10/08/1999,16/09/2021,Absorbed Company,,-38.0,-46.0,35.0,73.0,-3.0,20.0,1253.0,973.0,945.0,1081.0,829.0,856.0,14.0,16.0,19.0,22.0,22.0,22.0,Small,
6455.0,CINEMIEN,ANTWERPEN,2018.0,Inactive,private,Conclusion of bankruptcy,26/10/2021,20/08/1999,,,,-208.0,41.0,144.0,-123.0,38.0,28.0,1574.0,1158.0,644.0,241.0,435.0,387.0,4.0,3.0,2.0,1.0,2.0,1.0,Small,
6456.0,Q REAL INVESTMENTS,ANTWERPEN,2018.0,Inactive,private,Conclusion of liquidation,18/06/2019,24/08/1999,05/09/2008,Company absorbing an(other) company/ies,,-7.0,-3.0,-6.0,-28.0,1260.0,-113.0,80.0,4454.0,4457.0,4474.0,5842.0,4871.0,,,,,44.0,,Small,services
6457.0,L'ORCHIDEE,TOURNAI,2018.0,Provisional legal sit.,private,Bankruptcy,29/09/2020,27/08/1999,,,,-33.0,-51.0,-48.0,-38.0,-3.0,0.0,130.0,108.0,168.0,115.0,174.0,169.0,8.0,8.0,6.0,6.0,5.0,5.0,Small,
6458.0,OTARY,WATERLOO,2018.0,Provisional legal sit.,private,Bankruptcy,09/11/2020,30/08/1999,,,,22.0,46.0,9.0,-17.0,-16.0,-4.0,531.0,534.0,523.0,538.0,630.0,601.0,11.0,7.0,6.0,7.0,8.0,9.0,Small,
6459.0,WELLOV,DE PINTE,2020.0,Inactive,private,Conclusion of liquidation,17/05/2021,27/08/1999,,,,28.0,28.0,18.0,20.0,26.0,-13.0,154.0,242.0,219.0,202.0,205.0,186.0,,1.0,,,,,Small,
6460.0,HYGIENE INNOVATION SYSTEMS,TURNHOUT,2020.0,Inactive,private,Merger by absorption,11/05/2021,09/09/1999,15/03/2021,Merger project,,198.0,2.0,-70.0,-110.0,19.0,61.0,871.0,790.0,754.0,629.0,271.0,353.0,1.0,1.0,1.0,1.0,,,Small,
6461.0,JUNA,HASSELT,2019.0,Inactive,private,Conclusion of liquidation,16/01/2020,01/09/1999,,,,-70.0,-46.0,7.0,-34.0,-77.0,-2.0,91.0,190.0,200.0,232.0,321.0,281.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6462.0,MOUVEMENT WALLON POUR LA QUALITE,ISNES,2019.0,Inactive,nonprofit,Conclusion of liquidation,26/06/2020,15/06/1999,24/06/2015,Company absorbing an(other) company/ies,,-182.0,166.0,-464.0,10.0,-9.0,22.0,104.0,292.0,638.0,667.0,609.0,627.0,2.0,3.0,8.0,7.0,6.0,7.0,Small,
6463.0,C-EXPRESS,AALTER,2019.0,Provisional legal sit.,private,Bankruptcy,30/11/2021,06/09/1999,,,,116.0,124.0,134.0,131.0,-207.0,-155.0,699.0,887.0,1178.0,1361.0,2104.0,1794.0,14.0,14.0,34.0,34.0,30.0,34.0,Small,
6464.0,ASSURAZ,VORSELAAR,2021.0,Inactive,public,Merger by absorption,31/08/2022,31/08/1999,31/08/2022,Absorbed Company,,3.0,34.0,31.0,111.0,43.0,56.0,630.0,609.0,569.0,344.0,260.0,242.0,2.0,2.0,2.0,2.0,3.0,2.0,Small,
6465.0,CINARLI,BRUSSEL,2021.0,Provisional legal sit.,private,Bankruptcy,08/11/2022,10/09/1999,,,,-282.0,19.0,42.0,1.0,68.0,29.0,743.0,907.0,1199.0,1000.0,324.0,551.0,,,4.0,4.0,,2.0,Small,
6466.0,INTER.MED,BRUXELLES,2019.0,Inactive,private,Conclusion of liquidation,28/02/2020,16/09/1999,,,,-27.0,8.0,7.0,24.0,-8.0,24.0,140.0,493.0,487.0,496.0,413.0,450.0,1.0,1.0,1.0,1.0,,,Small,
6467.0,SUITS DIRECT BELGIUM,BRECHT,2019.0,Provisional legal sit.,private,Bankruptcy,30/03/2021,14/09/1999,,,,24.0,-58.0,2.0,-24.0,18.0,13.0,236.0,251.0,313.0,298.0,177.0,213.0,2.0,2.0,1.0,1.0,1.0,,Small,
6468.0,TELESAFE,GRIMBERGEN,2018.0,Inactive,public,Conclusion of liquidation,26/06/2019,16/09/1999,,,,-120.0,50.0,12.0,93.0,20.0,30.0,647.0,1097.0,976.0,807.0,785.0,985.0,1.0,2.0,1.0,,,,Small,
6469.0,BOUWWERKEN DELEERSNIJDER,BRASSCHAAT,2018.0,Inactive,private,Conclusion of liquidation,12/06/2019,15/09/1999,,,,30.0,-14.0,7.0,11.0,16.0,18.0,177.0,187.0,327.0,298.0,315.0,286.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6470.0,BAES JAN - PLEISTERWERKEN,ONZE-LIEVE-VROUW-LOMBEEK,2020.0,Inactive,private,Conclusion of liquidation,15/12/2021,27/09/1999,,,,-2.0,0.0,6.0,-22.0,1.0,5.0,18.0,19.0,21.0,13.0,64.0,58.0,,,,,1.0,1.0,Small,
6471.0,VAN QUICKELBERGHE MARTIN,SCHORISSE,2020.0,Inactive,private,Conclusion of liquidation,30/03/2021,16/09/1999,,,,1.0,5.0,8.0,12.0,27.0,21.0,51.0,48.0,90.0,63.0,70.0,62.0,,,,,3.0,2.0,Small,
6472.0,SCIERIE LEPLANG,ALLE,2020.0,Inactive,public,Merger by absorption,29/05/2021,22/09/1999,29/05/2021,Absorbed Company,,1316.0,4.0,-88.0,-94.0,-169.0,-147.0,366.0,99.0,74.0,50.0,253.0,63.0,2.0,2.0,2.0,2.0,3.0,2.0,Small,
6473.0,BRUSSELS PROPERTY CONSULTANTS,BRUSSEL,2018.0,Inactive,public,Conclusion of liquidation,12/06/2019,23/09/1999,,,,-3.0,21.0,18.0,-37.0,-19.0,46.0,67.0,113.0,292.0,367.0,322.0,298.0,,,3.0,3.0,3.0,3.0,Small,
6474.0,BARE WILLY,SAINT-GERARD,2019.0,Inactive,private,Conclusion of liquidation,28/02/2020,30/09/1999,,,,3.0,-25.0,-34.0,-42.0,44.0,2.0,43.0,58.0,87.0,118.0,170.0,161.0,,,,,1.0,1.0,Small,
6475.0,GUIMAR,KNOKKE,2019.0,Inactive,private,Merger by absorption,18/09/2020,01/10/1999,18/09/2020,Absorbed Company,,174.0,457.0,199.0,-336.0,435.0,527.0,3289.0,5203.0,5321.0,5779.0,5839.0,6011.0,,,,,1.0,,Medium sized,
6476.0,LUC DANIELS,TONGEREN,2020.0,Inactive,private,Conclusion of liquidation,17/12/2021,10/09/1999,,,,-44.0,-28.0,-49.0,-68.0,-31.0,-31.0,83.0,221.0,295.0,341.0,367.0,367.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6477.0,GARAGE RAMAN,HEUSDEN (O.-VL.),2019.0,Inactive,private,Conclusion of liquidation,23/12/2020,28/09/1999,,,,-108.0,0.0,-17.0,2.0,18.0,-30.0,533.0,673.0,701.0,782.0,777.0,733.0,,1.0,3.0,3.0,3.0,3.0,Small,
6478.0,FINAL,KWAADMECHELEN,2019.0,Inactive,private,Merger by absorption,10/11/2020,22/09/1999,10/11/2020,Absorbed Company,,0.0,1.0,1.0,10.0,-1.0,16.0,48.0,60.0,58.0,73.0,37.0,32.0,,,,1.0,1.0,,Small,
6479.0,VAN HOUDT MOBILITY,GEEL,2021.0,Provisional legal sit.,public,Liquidation,24/05/2022,29/09/1999,,,,-171.0,-105.0,-112.0,-58.0,-22.0,-64.0,202.0,914.0,693.0,963.0,795.0,961.0,1.0,1.0,1.0,1.0,3.0,2.0,Small,wholesale
6480.0,'T KARWEITEAM,LOKEREN,2021.0,Provisional legal sit.,private,Bankruptcy,04/03/2022,14/09/1999,,,,-8.0,-9.0,-4.0,-3.0,-6.0,-7.0,3.0,9.0,36.0,41.0,55.0,44.0,,,,1.0,1.0,1.0,Small,
6481.0,TRANSPORT VERLINDEN,WECHELDERZANDE,2021.0,Inactive,private,Conclusion of liquidation,26/07/2022,21/09/1999,,,,251.0,-64.0,-75.0,-85.0,38.0,-29.0,38.0,159.0,793.0,911.0,881.0,821.0,,6.0,18.0,18.0,16.0,16.0,Small,
6482.0,BROLET YVES,ZELLIK,2020.0,Inactive,private,Conclusion of liquidation,25/06/2021,29/09/1999,,,,-2.0,-2.0,-2.0,-5.0,12.0,13.0,16.0,18.0,20.0,34.0,54.0,45.0,,1.0,1.0,1.0,3.0,2.0,Small,
6483.0,FLYING DUCK,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,12/09/2022,05/10/1999,,,,0.0,2.0,5.0,4.0,9.0,-107.0,82.0,75.0,120.0,94.0,380.0,131.0,3.0,3.0,6.0,6.0,8.0,8.0,Small,
6484.0,DR. VANDENDRIESSCHE G.,RUMBEKE,2019.0,Inactive,private,Conclusion of liquidation,13/11/2020,28/09/1999,,,,8.0,22.0,166.0,167.0,158.0,200.0,956.0,1735.0,1750.0,1617.0,1326.0,1441.0,,,,,4.0,3.0,Small,
6485.0,CAR - N -VAN,OVERIJSE,2018.0,Inactive,public,Conclusion of bankruptcy,25/05/2021,17/09/1999,,,,2.0,-13.0,5.0,11.0,30.0,18.0,218.0,240.0,206.0,308.0,60.0,126.0,3.0,,,2.0,3.0,3.0,Small,
6486.0,TOURNELEC,BRUXELLES,2020.0,Inactive,private,Conclusion of liquidation,29/12/2020,30/09/1999,,,,-9.0,-13.0,-10.0,-4.0,-17.0,-9.0,26.0,42.0,94.0,102.0,145.0,126.0,,,2.0,2.0,3.0,2.0,Small,
6487.0,RPR RETAIL,KWAADMECHELEN,2018.0,Inactive,private,Conclusion of bankruptcy,20/05/2021,08/10/1999,,,,-88.0,-161.0,-14.0,-99.0,-5.0,-19.0,576.0,586.0,696.0,838.0,969.0,889.0,6.0,7.0,9.0,9.0,10.0,10.0,Small,
6488.0,L-P CONSTRUCT,ZANDHOVEN,2020.0,Inactive,private,Conclusion of liquidation,16/12/2021,04/10/1999,,,,25.0,27.0,49.0,9.0,18.0,40.0,178.0,163.0,138.0,92.0,151.0,147.0,,1.0,1.0,,,1.0,Small,
6489.0,ISOCONCEPT,HALLE,2018.0,Inactive,private,Conclusion of bankruptcy,23/11/2021,14/10/1999,,,,-86.0,-7.0,2.0,11.0,0.0,3.0,738.0,97.0,37.0,78.0,61.0,69.0,7.0,2.0,,,,,Small,
6490.0,SCHRIJNWERKERIJ GEENS,LEOPOLDSBURG,2020.0,Inactive,private,Conclusion of liquidation,23/09/2021,07/10/1999,,,,3.0,16.0,5.0,5.0,17.0,28.0,479.0,457.0,462.0,493.0,471.0,476.0,,,,2.0,2.0,2.0,Small,
6491.0,GUANA CABLING SYSTEMS,MOLENSTEDE,2020.0,Inactive,private,Merger by absorption,22/12/2020,30/09/1999,22/12/2020,Absorbed Company,,24.0,8.0,-31.0,12.0,58.0,4.0,279.0,290.0,311.0,419.0,550.0,414.0,1.0,1.0,1.0,1.0,,1.0,Small,
6492.0,ALPHA'IN,GILLY,2020.0,Provisional legal sit.,private,Bankruptcy,28/02/2022,06/10/1999,,,,-317.0,-1645.0,-245.0,16.0,-25.0,-101.0,604.0,640.0,2811.0,2897.0,3201.0,3256.0,6.0,18.0,12.0,12.0,12.0,13.0,Small,wholesale
6493.0,NEW-MAKOSSA,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,11/05/2021,14/10/1999,,,,-11.0,-24.0,-11.0,-3.0,12.0,-2.0,22.0,15.0,17.0,18.0,22.0,21.0,,1.0,,,,,Small,
6494.0,BENELUX ASSIST,BRUXELLES,2018.0,Inactive,public,Conclusion of liquidation,27/03/2019,18/10/1999,18/12/2015,Disposal of business segment,0.0,-14.0,543.0,-1128.0,-2659.0,30.0,-430.0,581.0,771.0,2204.0,2476.0,4215.0,6610.0,,2.0,4.0,40.0,42.0,59.0,Small,
6495.0,PORTMADE,ANTWERPEN,2019.0,Inactive,public,Merger by absorption,29/05/2020,20/10/1999,29/05/2020,Absorbed Company,,451.0,958.0,651.0,928.0,864.0,702.0,5046.0,5090.0,6863.0,6127.0,5304.0,5889.0,29.0,28.0,27.0,29.0,33.0,30.0,Medium sized,services
6496.0,EUROPEAN RETAIL ROUND TABLE,BRUXELLES,2019.0,Inactive,other,Conclusion of liquidation,07/08/2020,11/10/1999,,,,-85.0,14.0,52.0,19.0,149.0,120.0,520.0,603.0,620.0,591.0,517.0,550.0,2.0,2.0,2.0,3.0,2.0,2.0,Small,
6497.0,DOBBELAERE IMMOBILIEN,MECHELEN,2020.0,Inactive,private,Merger by absorption,14/06/2021,22/10/1999,14/06/2021,Absorbed Company,,27.0,-108.0,9.0,46.0,56.0,-66.0,163.0,58.0,109.0,131.0,207.0,157.0,1.0,1.0,1.0,3.0,2.0,3.0,Small,
6498.0,ANTEL,GENT,2021.0,Inactive,private,Conclusion of liquidation,31/03/2022,22/10/1999,,,,-42.0,-42.0,-46.0,-33.0,-21.0,-42.0,40.0,99.0,131.0,165.0,239.0,203.0,,,1.0,1.0,,1.0,Small,
6499.0,DEMARCON,KONTICH,2020.0,Inactive,private,Conclusion of liquidation,29/03/2021,12/10/1999,,,,11.0,-3.0,-1.0,-2.0,-20.0,4.0,27.0,13.0,15.0,20.0,19.0,21.0,,,,,1.0,,Small,
6500.0,ATELIER DU PLATRE,FLORIFFOUX,2020.0,Inactive,private,Conclusion of liquidation,15/04/2021,15/10/1999,,,,208.0,-9.0,14.0,5.0,-4.0,-8.0,272.0,82.0,93.0,117.0,142.0,122.0,,,,2.0,3.0,2.0,Small,
6501.0,PROSEAT,BRUSSEL,2020.0,Inactive,public,Conclusion of liquidation,31/03/2021,15/10/1999,,,0.0,0.0,511.0,-3609.0,-9716.0,134.0,-181.0,3.0,17897.0,115752.0,95946.0,68871.0,85053.0,,,4.0,4.0,6.0,4.0,Small,
6502.0,M.D.B. BIJOU,RANST,2020.0,Inactive,private,Conclusion of liquidation,28/12/2020,15/10/1999,,,,0.0,150.0,19.0,-71.0,-13.0,10.0,28.0,32.0,30.0,40.0,127.0,123.0,,,,,1.0,,Small,
6503.0,ACCOUNTANTSKANTOOR DE DONCKER & DE SMEDT,'S GRAVENWEZEL,2021.0,Inactive,private,Conclusion of liquidation,09/05/2022,14/10/1999,30/09/2008,Acquisition from scission,,10.0,-86.0,101.0,-22.0,-11.0,165.0,288.0,280.0,450.0,515.0,500.0,564.0,,,,,2.0,2.0,Small,
6504.0,OLYMPIC TRAINING CENTER,BRUXELLES,2020.0,Inactive,private,Conclusion of liquidation,20/04/2021,19/10/1999,,,,-1.0,-10.0,-10.0,-9.0,56.0,-10.0,43.0,77.0,94.0,108.0,163.0,122.0,,,,,3.0,,Small,
6505.0,JEREMIE,DEURNE,2021.0,Inactive,private,Conclusion of liquidation,24/05/2022,28/10/1999,,,,-6.0,7.0,12.0,314.0,84.0,12.0,171.0,225.0,359.0,406.0,269.0,269.0,,,,2.0,4.0,4.0,Small,
6506.0,DARSHAN INTERNATIONAL,BRUXELLES,2020.0,Inactive,private,Conclusion of bankruptcy,26/04/2022,25/10/1999,,,,0.0,-12.0,-8.0,-8.0,-89.0,191.0,0.0,0.0,11.0,17.0,25.0,22.0,,,,,1.0,,Small,
6507.0,SUN PARADISE,JUMET,2019.0,Inactive,private,Conclusion of bankruptcy,25/10/2021,04/11/1999,,,,-5.0,-3.0,-2.0,-29.0,-4.0,-15.0,4.0,2.0,2.0,18.0,44.0,29.0,,,1.0,1.0,1.0,1.0,Small,
6508.0,ISIS DEVELOPPEMENT,BRUXELLES,2018.0,Inactive,private,Conclusion of liquidation,23/04/2019,25/10/1999,,,,-63.0,2541.0,-241.0,-35.0,-60.0,-39.0,3008.0,3150.0,936.0,1273.0,1571.0,1422.0,,,1.0,1.0,1.0,1.0,Medium sized,
6509.0,ZORZA,JUPILLE-SUR-MEUSE,2018.0,Provisional legal sit.,private,Bankruptcy,20/08/2020,02/11/1999,,,,-81.0,-46.0,66.0,33.0,44.0,13.0,699.0,559.0,473.0,326.0,350.0,328.0,2.0,,1.0,,,,Small,
6510.0,KAPSALON JOS VERDONCK,DEURNE,2020.0,Provisional legal sit.,private,Bankruptcy,23/06/2022,26/10/1999,,,,-6.0,-12.0,0.0,-4.0,13.0,8.0,32.0,41.0,67.0,74.0,47.0,54.0,1.0,1.0,1.0,1.0,2.0,1.0,Small,
6511.0,CHOCOLAT SHOW S.P.R.L.,BRUXELLES,2021.0,Inactive,private,Merger by absorption,22/12/2021,08/11/1999,22/12/2021,Absorbed Company,,,-3.0,-3.0,-9.0,-4.0,-15.0,8.0,8.0,11.0,15.0,51.0,36.0,,,,1.0,1.0,1.0,Small,
6512.0,WYNS - DE HERTOG,VILVOORDE,2018.0,Inactive,private,Conclusion of liquidation,10/09/2019,28/10/1999,,,,-3.0,-36.0,19.0,8.0,-14.0,25.0,80.0,149.0,237.0,262.0,225.0,192.0,2.0,2.0,2.0,2.0,2.0,2.0,Small,
6513.0,EQUIPE AGRO,HASSELT,2019.0,Provisional legal sit.,private,Bankruptcy,03/12/2020,26/10/1999,,,,453.0,22.0,-1.0,-11.0,6.0,-18.0,664.0,277.0,126.0,155.0,186.0,168.0,8.0,8.0,,2.0,2.0,2.0,Small,
6514.0,PROMOCADO,BRUXELLES,2019.0,Inactive,private,Conclusion of bankruptcy,31/05/2022,26/10/1999,,,,-209.0,-77.0,13.0,-22.0,12.0,-20.0,308.0,501.0,554.0,575.0,551.0,578.0,4.0,4.0,5.0,5.0,6.0,5.0,Small,
6515.0,S.L. CONSTRUCTIONS,RAMSEL,2019.0,Provisional legal sit.,private,Bankruptcy,09/02/2021,29/10/1999,,,,-25.0,4.0,-4.0,10.0,13.0,-3.0,13.0,97.0,237.0,186.0,99.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
6516.0,A M C,CHARLEROI,2018.0,Provisional legal sit.,private,Bankruptcy,29/06/2020,10/11/1999,,,,-78.0,-20.0,19.0,26.0,21.0,-4.0,144.0,158.0,174.0,190.0,159.0,191.0,1.0,1.0,1.0,,,,Small,
6517.0,DAK- EN TIMMERWERKEN SPELTERS,PELT,2018.0,Inactive,private,Conclusion of liquidation,05/03/2019,29/10/1999,,,,215.0,-63.0,-5.0,-13.0,4.0,28.0,266.0,122.0,350.0,359.0,367.0,423.0,,1.0,1.0,2.0,2.0,2.0,Small,
6518.0,ESPACE AUTO SERVICES,LUTTRE,2019.0,Inactive,private,Conclusion of liquidation,08/12/2020,15/11/1999,,,,-26.0,-15.0,-14.0,-7.0,-4.0,6.0,16.0,47.0,64.0,85.0,101.0,80.0,,,1.0,1.0,1.0,1.0,Small,
6519.0,BOUWWERKEN NASSEN DANIEL,LANAKEN,2018.0,Inactive,private,Conclusion of liquidation,09/07/2019,18/11/1999,,,,0.0,-1.0,0.0,-1.0,18.0,6.0,10.0,10.0,36.0,35.0,228.0,58.0,,,,,3.0,,Small,
6520.0,BE ON WEB,BRUXELLES,2021.0,Provisional legal sit.,private,Bankruptcy,07/11/2022,09/11/1999,,,,7.0,-33.0,-21.0,3.0,11.0,4.0,119.0,91.0,210.0,283.0,439.0,468.0,3.0,3.0,3.0,3.0,3.0,3.0,Small,
6521.0,EDP ADMIN,SINT-NIKLAAS,2021.0,Provisional legal sit.,private,Bankruptcy,31/10/2022,23/11/1999,,,,0.0,-67.0,-50.0,32.0,103.0,-5.0,391.0,455.0,4.0,,60.0,29.0,,,,4.0,2.0,5.0,Small,
6522.0,GLI AMICI,EISDEN,2019.0,Provisional legal sit.,private,Bankruptcy,05/01/2021,08/11/1999,,,,1.0,3.0,-23.0,-10.0,-1.0,3.0,126.0,130.0,136.0,153.0,90.0,152.0,,,,,,1.0,Small,
6523.0,DE LANGHE - VAN HOECKE,KRUISEM,2018.0,Inactive,private,Conclusion of liquidation,02/12/2019,15/11/1999,,,,-1.0,-3.0,5.0,-17.0,81.0,-8.0,9.0,8.0,8.0,0.0,250.0,36.0,,,,,1.0,1.0,Small,
6524.0,ETS. SANIRODDE,LEDE,2020.0,Inactive,private,Conclusion of liquidation,30/12/2020,18/11/1999,,,,-36.0,-6.0,-12.0,-12.0,5.0,-7.0,89.0,162.0,189.0,248.0,218.0,266.0,,,1.0,1.0,1.0,1.0,Small,
6525.0,LE FOYER DE LA FRONTIERE ASSURANCES,MOUSCRON,2021.0,Provisional legal sit.,cooperative,Liquidation,24/12/2021,19/11/1999,,,,-2.0,-16.0,-13.0,-9.0,30.0,27.0,37.0,43.0,58.0,71.0,54.0,86.0,,1.0,1.0,1.0,1.0,1.0,Small,
6526.0,COLARGOL,ZEVENEKEN,2019.0,Provisional legal sit.,private,Bankruptcy,08/09/2020,18/11/1999,,,,-26.0,3.0,-9.0,26.0,3.0,-34.0,59.0,93.0,85.0,105.0,193.0,124.0,,,,,9.0,2.0,Small,
6527.0,G.P. 3 COIFFURE,BRUXELLES,2019.0,Inactive,private,Conclusion of liquidation,22/12/2020,24/11/1999,,,,14.0,-5.0,-13.0,-4.0,-9.0,2.0,8.0,19.0,7.0,12.0,12.0,18.0,,1.0,1.0,1.0,2.0,2.0,Small,
6528.0,WOEPY'S EETHUISJE,VILVOORDE,2019.0,Inactive,private,Conclusion of liquidation,10/12/2020,19/11/1999,,,,-6.0,68.0,-21.0,7.0,8.0,3.0,76.0,119.0,103.0,124.0,147.0,134.0,,,,,1.0,,Small,
6529.0,SEBAX,MONT-SAINT-ANDRE,2019.0,Inactive,private,Merger by absorption,03/11/2020,19/11/1999,03/11/2020,Absorbed Company,,11.0,23.0,5.0,11.0,37.0,92.0,126.0,150.0,134.0,172.0,148.0,179.0,5.0,6.0,7.0,7.0,8.0,8.0,Small,
6530.0,ARCHITECTE LEKEU,LIEGE,2021.0,Provisional legal sit.,private,Liquidation,30/11/2020,02/12/1999,,,,-12.0,1.0,-20.0,-20.0,36.0,-17.0,25.0,36.0,49.0,126.0,227.0,162.0,,,1.0,2.0,2.0,2.0,Small,
6531.0,B&V PARTNERS,ANTWERPEN,2021.0,Inactive,private,Conclusion of liquidation,15/02/2022,22/11/1999,,,,32.0,260.0,2.0,9.0,13.0,15.0,329.0,322.0,234.0,265.0,316.0,307.0,2.0,2.0,3.0,3.0,1.0,1.0,Small,
6532.0,PIBRAH,LOUVAIN-LA-NEUVE,2018.0,Inactive,public,Conclusion of liquidation,09/12/2019,15/11/1999,,,,-5.0,46.0,2.0,17.0,-288.0,-325.0,0.0,53.0,60.0,84.0,528.0,183.0,,,,,7.0,3.0,Small,
6533.0,MBA IN FINANCIAL SERVICES AND INSURANCE,GENT,2018.0,Inactive,nonprofit,Conclusion of liquidation,14/05/2019,20/07/1999,,,,-17.0,-118.0,-111.0,-50.0,55.0,-96.0,101.0,133.0,251.0,763.0,919.0,1158.0,0.0,1.0,1.0,1.0,1.0,1.0,Small,
6534.0,GEDINNE STATION,GEDINNE,2020.0,Inactive,public,Merger by absorption,20/12/2021,01/12/1999,20/12/2021,Absorbed Company,,-27.0,-22.0,17.0,-3.0,-10.0,95.0,230.0,258.0,313.0,314.0,389.0,308.0,1.0,2.0,2.0,2.0,1.0,1.0,Small,
6535.0,PALETTERIE 2000,PERONNES-LEZ-BINCHE,2019.0,Inactive,public,Conclusion of bankruptcy,30/06/2021,03/12/1999,,,,10.0,0.0,51.0,86.0,4.0,3.0,3567.0,4470.0,3142.0,2608.0,2071.0,2475.0,18.0,21.0,20.0,17.0,16.0,19.0,Medium sized,
